小区名称,户型,面积,区域,楼层,朝向,单价（平方米）Y,建筑时间
紫竹华庭,3室2厅,110.67,浦东,低区/14层,朝南北,75901,2003年建
安泰公寓,2室2厅,81.49,浦东,高区/20层,朝南,79764,1995年建
杉林新月（环林东路875弄）,1室1厅,62.7,浦东,中区/12层,朝南,57894,2006年建
德州六村,3室1厅,54.69,浦东,高区/6层,,60340,1988年建
潍坊八村,1室1厅,40.8,浦东,高区/6层,朝南,71078,1984年建
金鹏苑,2室2厅,81.66,浦东,高区/6层,朝南,61229,1997年建
梅园三街坊,2室1厅,59.39,浦东,高区/6层,朝南,89240,1985年建
桃林一小区,2室1厅,67.11,浦东,高区/6层,朝南北,104306,1995年建
竹园新村（浦东）,2室1厅,49.99,浦东,高区/6层,朝南,79815,1989年建
德州五村,1室1厅,61,浦东,中区/6层,朝南,50819,1994年建
第五大道,3室2厅,144.52,浦东,低区/15层,朝南,92720,
潍坊八村,2室1厅,49.54,浦东,高区/6层,朝南,76705,1984年建
云台二小区,3室1厅,71.15,浦东,高区/6层,朝南北,55516,1996年建
潍坊七村,3室0厅,68.93,浦东,中区/6层,,82692,1983年建
上浦小区,3室1厅,91.7,浦东,高区/6层,朝南北,35986,
莱阳路218号,2室1厅,73.81,浦东,中区/14层,朝南,47419,1998年建
银杏苑（三林）,3室1厅,81.65,浦东,中区/6层,,55113,1999年建
上钢二村,2室1厅,71.64,浦东,中区/4层,朝南北,65605,1959年建
东一小区,2室1厅,70.69,浦东,高区/6层,朝南,46682,1995年建
金地湾流域（公寓）,4室2厅,92.07,浦东,高区/6层,朝南北,119474,2009年建
莲溪六村,2室1厅,54.89,浦东,中区/6层,朝南,58298,1994年建
金杨二街坊,2室1厅,60.06,浦东,高区/6层,朝南,61605,
绿地威廉公寓,2室2厅,87.02,浦东,中区/16层,朝南北,59756,2005年建
京城大厦,3室2厅,116.07,浦东,低区/28层,,70647,2002年建
双桥小区,3室2厅,100.32,浦东,中区/6层,朝南北,65789,2003年建
双桥小区,2室1厅,76.45,浦东,高区/6层,朝南,64094,1998年建
凤凰大厦（浦东）,1室1厅,82.68,浦东,中区/30层,,76197,
罗山二村,2室1厅,61.82,浦东,高区/6层,朝南北,50145,1990年建
博文园,2室2厅,97.97,浦东,中区/6层,朝南,66346,1999年建
华丰新苑,2室2厅,107.02,浦东,低区/9层,朝南北,60736,2003年建
昌里花园,3室2厅,126.25,浦东,低区/12层,朝东南,63366,1998年建
中冶尚城,3室2厅,131,浦东,低区/11层,朝南北,61832,2010年建
浦三路628弄,2室1厅,51.32,浦东,高区/6层,朝南北,62743,1993年建
新沪东公寓,2室2厅,92.07,浦东,低区/18层,朝南,73856,2006年建
金桥新村四街坊（长岛路1203弄）,2室1厅,65.5,浦东,高区/6层,朝南,58015,1997年建
朱家门小区,2室2厅,81.44,浦东,高区/6层,朝南,47888,1992年建
凌兆新村（上浦路336弄）,2室1厅,95.97,浦东,高区/7层,朝南,46889,1995年建
昌里众盛苑,2室2厅,94.91,浦东,高区/6层,朝南,60056,2000年建
南码头路240弄,2室1厅,50.73,浦东,中区/6层,朝南,70963,1985年建
凌云公寓（浦东）,2室2厅,103.12,浦东,低区/18层,朝南北,50426,1999年建
京浦小区,2室1厅,52.49,浦东,高区/6层,朝南,56963,1994年建
寿光路161弄,2室1厅,70.88,浦东,中区/6层,朝南,48673,1994年建
御桥花园,2室2厅,65.24,浦东,低区/6层,朝南北,57480,1996年建
梅园三村,1室0厅,37.89,浦东,低区/11层,朝南,102929,
晶波坊,2室1厅,63.56,浦东,高区/6层,朝南,50346,1997年建
环球翡翠湾花园（公寓）,2室2厅,95.93,浦东,高区/15层,朝南北,64630,2006年建
临沂七村,2室1厅,51.58,浦东,高区/6层,朝南北,57192,
海宏大厦,3室2厅,107.86,浦东,高区/24层,朝东南,60263,1997年建
潍坊三村,2室0厅,51,浦东,中区/6层,朝南北,66666,1976年建
绿地威廉公寓,4室2厅,163.88,浦东,低区/15层,朝南北,61020,
东方晶华园,2室1厅,76.63,浦东,中区/6层,朝南北,50632,2009年建
东陆新村九街坊,2室1厅,68,浦东,高区/6层,朝南,48529,1996年建
文怡苑,3室2厅,93.93,浦东,低区/6层,朝南北,45778,2008年建
绿地香颂（浦东）（公寓）,3室2厅,88.75,浦东,高区/18层,朝南北,58591,2011年建
金利公寓,3室2厅,119.26,浦东,中区/6层,朝南北,43602,2008年建
金利公寓,2室1厅,78.35,浦东,高区/6层,朝南北,49776,2008年建
长岛公寓,2室1厅,74.32,浦东,高区/25层,朝南,49784,2004年建
康花新村,2室2厅,90.44,浦东,高区/6层,朝南北,43122,1996年建
汇丽苑,2室2厅,92.47,浦东,高区/11层,朝南北,44338,
南码头路144弄,1室1厅,35.64,浦东,中区/5层,朝南,57519,
瀚盛家园,2室2厅,89.08,浦东,低区/6层,朝南北,44903,2009年建
绿川新苑,1室1厅,46.22,浦东,高区/6层,朝南,49762,1996年建
康桥花园,2室2厅,83.72,浦东,高区/6层,朝南,41208,1995年建
汤巷馨村（二期）,2室2厅,82.84,浦东,低区/14层,朝南北,40560,2010年建
罗山花苑,2室2厅,74.98,浦东,低区/6层,朝南北,91357,
恒大华城上河苑,2室2厅,88.09,浦东,中区/6层,朝,69247,2001年建
城中花园,2室2厅,107.94,浦东,高区/16层,朝南北,54659,2006年建
红光花苑,3室2厅,81.26,浦东,高区/5层,朝南北,38764,2005年建
丰怡苑,2室2厅,87.12,浦东,高区/6层,朝南,37878,2006年建
东方城市绿州,2室2厅,88.62,浦东,低区/13层,朝南北,54163,2010年建
菱翔苑,2室2厅,108.45,浦东,中区/14层,朝南北,46104,2009年建
金杨公寓,2室2厅,100.88,浦东,高区/24层,朝西,54520,1996年建
第九城市（一期）,3室2厅,177.43,浦东,中区/18层,朝南,90176,
都市庭院,4室2厅,118.77,浦东,高区/6层,朝南北,75776,1999年建
绿地东上海,2室2厅,100.95,浦东,高区/14层,朝南北,54482,2007年建
名嘉新苑,3室2厅,119.08,浦东,低区/18层,朝南北,62982,2007年建
联洋年华,1室2厅,76.17,浦东,低区/21层,朝南,92556,
浦发绿城,3室2厅,97.95,浦东,中区/6层,朝南北,51046,2004年建
金杨新村九街坊,2室1厅,53.9,浦东,高区/6层,朝南北,53803,1994年建
阳光花城,2室2厅,97.62,浦东,中区/18层,朝南,69657,2009年建
洋泾花园城,2室2厅,92.54,浦东,高区/6层,朝南,65917,1997年建
新里城和合苑,2室2厅,99.61,浦东,低区/6层,朝南北,68266,
翰锦苑,2室2厅,96.37,浦东,中区/13层,朝南北,67448,2003年建
中远行家,1室2厅,76.95,浦东,高区/28层,朝南,68745,2004年建
地杰国际城,2室2厅,100.55,浦东,中区/26层,朝西南,61163,2007年建
凌高小区,1室2厅,51.31,浦东,高区/24层,朝东南,59442,1993年建
杉林新月（环林东路875弄）,2室2厅,89.75,浦东,低区/12层,朝南北,55710,2006年建
临沂八村,2室2厅,57.9,浦东,中区/6层,朝南北,61312,1988年建
栖山小区,2室1厅,53.23,浦东,中区/6层,朝南北,71388,1987年建
齐河花苑,2室1厅,65.28,浦东,中区/7层,朝南,65870,1997年建
金缘坊,2室2厅,88.72,浦东,低区/6层,朝,68755,2000年建
东方知音苑,3室2厅,114.39,浦东,低区/7层,朝南北,76929,2002年建
香山新村西南街坊,2室1厅,65.16,浦东,高区/6层,朝南,53713,1996年建
博二小区,2室1厅,61.45,浦东,中区/6层,朝南,56143,1995年建
大华锦绣华城（九街区）,2室2厅,84.17,浦东,低区/14层,朝南北,71284,2006年建
欣晟家园,3室2厅,150.11,浦东,低区/31层,朝南,56625,
东力新村,3室1厅,84.33,浦东,高区/6层,朝南,42689,2003年建
名门世家（浦东）,2室1厅,77.46,浦东,低区/12层,朝西南,67131,1998年建
王桥苑,2室2厅,104.67,浦东,中区/6层,朝南北,41845,2000年建
陆家嘴中央公寓,3室2厅,143.14,浦东,中区/18层,朝南北,97806,
博山小区,1室0厅,54.87,浦东,中区/25层,,56497,1990年建
锦河苑,2室2厅,99.11,浦东,中区/6层,朝南,59529,2000年建
东方城市华庭,2室2厅,115.65,浦东,高区/12层,朝南,57068,2006年建
绿茵苑（浦东）,3室1厅,91.11,浦东,高区/7层,朝南,51037,1998年建
罗山六村,1室1厅,51.62,浦东,高区/6层,朝南,52305,1990年建
中星长岛苑,2室2厅,99.93,浦东,低区/6层,朝南北,65045,2003年建
杨高南路2326弄,2室2厅,86.07,浦东,高区/25层,朝东南,50540,1999年建
滨江大楼,2室2厅,80.39,浦东,低区/24层,朝南,69038,1997年建
华高一村,2室2厅,75.68,浦东,中区/6层,朝南北,46247,1996年建
杉林新月（环林东路875弄）,2室2厅,85.78,浦东,高区/12层,朝南北,59687,2006年建
东方城市花园（二期）,2室2厅,108.41,浦东,中区/31层,朝南,73609,
香梅花园,2室2厅,113,浦东,低区/37层,朝南,83628,2004年建
碧云新天地（一期）,2室2厅,98.54,浦东,高区/6层,朝南北,64440,2002年建
金谊河畔,2室2厅,113.89,浦东,高区/17层,朝南,64974,2008年建
界龙花苑,2室1厅,80.51,浦东,中区/6层,朝南,37262,1993年建
金云苑,3室2厅,142.68,浦东,中区/20层,朝南,56069,2004年建
桃园公寓（川沙）,3室2厅,128.02,浦东,中区/6层,朝南北,33979,1998年建
纯翠苑,3室2厅,135.61,浦东,高区/6层,朝南北,57517,2001年建
恒大华城天地苑,2室2厅,103.55,浦东,低区/9层,朝南北,63737,2002年建
新润花苑,3室2厅,138.29,浦东,中区/5层,朝南北,36155,1999年建
城市经典（一期）（公寓）,3室3厅,186.13,浦东,中区/5层,朝南北,69843,2003年建
春江花悦园,1室1厅,55.26,浦东,中区/12层,朝南,63336,2007年建
浦发绿城,2室2厅,74.87,浦东,低区/6层,朝南北,49819,2004年建
三林新村（永泰路136弄）,1室1厅,51.6,浦东,中区/18层,朝南,61046,2012年建
东靖苑,1室1厅,59.03,浦东,高区/6层,朝南北,49974,2003年建
毕加索小镇（一期）（公寓）,2室2厅,93.06,浦东,中区/8层,朝南北,60176,2010年建
学北路20弄,2室1厅,73,浦东,高区/6层,朝南北,36986,1995年建
宜嘉苑,2室1厅,84.25,浦东,低区/11层,,57566,2003年建
思浦小区,1室0厅,34.3,浦东,中区/6层,朝北,66180,1986年建
凯德嘉博名邸,2室2厅,104.88,浦东,中区/16层,朝南北,82951,2012年建
梅园四街坊,2室0厅,48.91,浦东,低区/6层,朝南北,96094,
财富海景花园,3室2厅,247.94,浦东,低区/39层,朝南,92764,
上南路3848弄,2室1厅,53.36,浦东,中区/6层,朝南,65592,1995年建
浦东世纪花园（公寓）,3室2厅,129.85,浦东,高区/11层,朝南北,96264,2002年建
香梅花园,3室2厅,190.36,浦东,低区/37层,朝南北,63038,2004年建
巨峰家苑（公寓）,3室2厅,144.71,浦东,高区/7层,朝南北,62953,2005年建
名嘉新苑,3室2厅,119.08,浦东,中区/18层,朝南北,71380,2007年建
万科金色城市,3室2厅,116.07,浦东,低区/18层,朝南北,71508,
中虹家园,2室1厅,70.79,浦东,高区/14层,朝南北,41955,2011年建
杨园四村,2室1厅,69.21,浦东,低区/6层,朝南北,39734,2003年建
锦绣华都,2室2厅,90.53,浦东,低区/18层,朝南,54125,2010年建
上南山水苑,2室2厅,86.72,浦东,中区/6层,朝南北,61116,2001年建
云锦丽苑,1室1厅,59.41,浦东,中区/5层,朝南,25248,2006年建
寿光路161弄,2室0厅,49.2,浦东,高区/6层,朝南,52845,1994年建
大华锦绣华城（十七街区）（公寓）,4室2厅,167.22,浦东,高区/16层,朝南北,98672,2014年建
双秀南园,3室2厅,120.16,浦东,低区/6层,朝南,45772,2004年建
海联大厦,2室1厅,75.18,浦东,高区/22层,朝南,69832,
潼港六村,2室1厅,58.22,浦东,高区/6层,朝南,42597,1990年建
印象春城,2室2厅,88.23,浦东,高区/18层,朝南,48169,2011年建
繁荣安居,2室1厅,88.05,浦东,中区/11层,朝南,45315,2012年建
星颂家园,2室2厅,82.13,浦东,低区/18层,朝南,45659,2011年建
汇锦城（公寓）,4室2厅,194.52,浦东,低区/11层,朝南北,28274,2012年建
翰锦苑,2室2厅,96.3,浦东,中区/13层,朝南北,67497,2003年建
川杨璟苑,2室2厅,103.01,浦东,中区/11层,朝南北,46597,2004年建
东方天伦大厦,2室2厅,89.79,浦东,低区/4层,朝南北,83528,
金橘新苑,2室2厅,90.39,浦东,低区/14层,朝南北,54762,2006年建
惠德新邨,1室1厅,41.37,浦东,中区/6层,朝南,62847,1996年建
罗山六村,2室1厅,61.36,浦东,低区/6层,朝南,57040,1993年建
三林安居苑,2室1厅,63.82,浦东,中区/6层,朝南北,57192,1998年建
上南花苑,2室1厅,85.32,浦东,高区/6层,朝南,65635,1998年建
凌兆丁香苑,2室2厅,93.56,浦东,高区/6层,朝南北,58785,2005年建
浦发御园,1室2厅,67.32,浦东,低区/12层,朝南,72786,2013年建
凯德嘉博名邸,2室2厅,92.46,浦东,中区/16层,朝南,81656,2013年建
妙栏小区,2室2厅,78.95,浦东,中区/5层,朝南北,39898,1999年建
翰城国际,2室2厅,108.07,浦东,中区/17层,朝南北,69399,2005年建
张江汤臣豪园（三期）,2室2厅,88.93,浦东,低区/11层,朝南北,86360,2011年建
浦发绿城,2室2厅,74.82,浦东,高区/6层,朝南北,53194,2004年建
培花七村,2室1厅,57.78,浦东,高区/6层,,59709,1994年建
凌兆新村（凌兆路530弄）,2室1厅,72.5,浦东,高区/6层,朝南,51724,1997年建
御桥花园,2室2厅,62.24,浦东,低区/5层,朝南,57037,1996年建
凌兆新村（凌兆路521弄）,3室1厅,98.04,浦东,中区/6层,朝南,52019,1995年建
罗山四村,2室1厅,55.3,浦东,高区/6层,朝南,54249,1994年建
六荷苑小区,2室1厅,75.23,浦东,中区/6层,朝南,53170,1997年建
培花七村,2室1厅,72.48,浦东,高区/6层,朝南,55187,1994年建
新城碧翠,2室2厅,132.23,浦东,中区/14层,朝南北,68819,2012年建
上南大厦,2室1厅,80.84,浦东,高区/24层,朝西南,59376,1998年建
浦江东旭公寓,2室1厅,75.39,浦东,低区/7层,,49078,2006年建
大华锦绣华城（四街区）,1室1厅,56.15,浦东,中区/18层,朝南,74799,2010年建
恒大华城天地苑,2室2厅,88.5,浦东,中区/6层,朝南北,67796,2001年建
济阳二村,2室1厅,57.88,浦东,高区/6层,朝东,55286,1989年建
金谊河畔,2室2厅,105.73,浦东,低区/13层,朝南北,67152,
恒大华城梅山苑,1室1厅,48.11,浦东,高区/6层,朝南,59239,1996年建
联丰一期,2室1厅,63.5,浦东,中区/6层,朝南北,57480,1998年建
和憬家园,1室2厅,68.35,浦东,低区/11层,朝南北,49012,2009年建
碧云东方公寓,3室2厅,124.65,浦东,低区/11层,朝南,78620,
证大宽域,2室2厅,92.58,浦东,高区/20层,朝南,91812,2009年建
鑫龙佳苑,3室2厅,119.76,浦东,高区/6层,朝南北,33400,1997年建
张江汤臣豪园（四期）,2室2厅,90.67,浦东,低区/16层,朝南北,74997,2012年建
大华锦绣华城（四街区）,1室1厅,54.01,浦东,中区/18层,朝南,74060,2010年建
陆家嘴公馆,4室2厅,296.86,浦东,中区/19层,朝南,84214,2010年建
三林苑,1室1厅,51.42,浦东,高区/6层,朝南,53481,1995年建
成发苑,1室2厅,71.46,浦东,中区/17层,朝南,69689,2005年建
世茂滨江花园,2室2厅,147.56,浦东,高区/49层,朝东南,91488,
绿洲康城亲水湾,3室2厅,123.67,浦东,高区/14层,朝南北,62262,2010年建
金桥湾清水苑,3室2厅,80.97,浦东,高区/6层,朝南北,56193,1998年建
金泰小区,2室1厅,63.21,浦东,高区/7层,朝南,56953,1996年建
恒大华城天地苑,2室2厅,91.42,浦东,中区/11层,朝南北,75475,2002年建
东二小区,2室1厅,66.72,浦东,高区/6层,朝南北,50959,1996年建
阳光二村,2室1厅,47.6,浦东,中区/6层,朝南北,60924,1981年建
三林世博家园（大道站路94弄）,1室1厅,56.56,浦东,高区/6层,朝南,56577,2006年建
上钢二村,2室1厅,57.08,浦东,中区/5层,朝南北,61317,1965年建
保利御樽苑（公寓）,3室2厅,145,浦东,高区/12层,朝南北,56551,2011年建
万科金色雅筑,3室2厅,89.92,浦东,低区/10层,朝南北,72286,2008年建
新德公寓（浦东）,2室2厅,88.75,浦东,中区/6层,朝南,37746,1998年建
东陆新村八街坊,1室1厅,53.21,浦东,高区/6层,朝南,51118,1996年建
金橘新苑,1室1厅,61.65,浦东,高区/18层,朝南,60827,2006年建
崂山二村,2室0厅,50.06,浦东,高区/6层,朝南,71913,1992年建
潍坊一村,2室0厅,51.63,浦东,高区/6层,朝南北,65465,1985年建
上南兰庭苑,3室1厅,92.16,浦东,高区/6层,朝南,59678,2000年建
城市经典（四期）,1室1厅,63.93,浦东,中区/13层,朝南,68825,2007年建
建华公寓,2室2厅,88.93,浦东,高区/6层,朝南北,67468,1995年建
凌兆新村（上浦路201弄）,2室1厅,64.3,浦东,高区/6层,朝南北,53654,
同方锦城,2室2厅,106.82,浦东,中区/11层,朝南北,65530,2004年建
陆家嘴花园（二期）,1室2厅,93.75,浦东,低区/12层,朝南北,82133,2004年建
品华苑,3室2厅,113.49,浦东,低区/10层,朝南北,51105,2000年建
金杨四街坊,1室1厅,41.13,浦东,低区/4层,朝南,66861,1995年建
财富海景花园,3室2厅,337.49,浦东,高区/38层,朝南北,100743,
牡丹小区（浦东）,2室2厅,66.74,浦东,低区/6层,朝南北,71920,
博山小区,2室1厅,66.49,浦东,低区/25层,朝南,58655,1990年建
大华锦绣华城（十二街区）,2室2厅,91.45,浦东,低区/6层,朝南,74357,2007年建
金杨新村九街坊,1室1厅,41.04,浦东,高区/6层,朝南,58723,1994年建
锦翠苑,3室2厅,131.96,浦东,高区/6层,朝南北,59108,2001年建
南泉小区,1室0厅,43.28,浦东,低区/6层,朝南,64695,1989年建
新世纪花苑（浦东）,2室2厅,89.13,浦东,高区/6层,朝南,69000,2001年建
岭南苑（凌兆路127弄）,2室2厅,91.74,浦东,高区/6层,朝南北,61042,2003年建
金桥新村四街坊（长岛路1201弄）,2室1厅,64.63,浦东,中区/6层,朝南,56939,1997年建
明珠苑（浦东）,3室2厅,135.13,浦东,中区/11层,朝南北,68082,2001年建
黄山始信苑,1室1厅,30.47,浦东,低区/5层,朝南,127338,1998年建
大华锦绣华城（九街区）,2室2厅,110.02,浦东,低区/14层,朝南北,55444,2006年建
东方滨港园,2室2厅,97.04,浦东,低区/6层,朝南北,72135,2005年建
龚路新城,3室2厅,100.47,浦东,高区/6层,朝南,38817,
三林世博家园（东书房路560弄）,3室2厅,97.6,浦东,高区/6层,朝南北,57889,2006年建
双桥小区,3室1厅,89.96,浦东,高区/6层,朝南北,66696,1997年建
岭南苑（凌兆路99弄）,2室1厅,88.26,浦东,高区/6层,朝南北,63448,2002年建
罗山三村,1室1厅,51.22,浦东,高区/6层,朝南北,54666,1994年建
万科金色城市,3室2厅,91.08,浦东,低区/18层,朝南北,79051,2010年建
